Latitud|Longitud|name|description|descripction_spanish|category
40.4146744|-3.7060089999999994|Palacio de Santa Cruz|As the official residence of the Minister for Foreign Affairs, this building has been visited by personalities from all over the world and it is not unusual to see a foreign ruler alighting from an official car in front of the entrance. &nbsp;This has not always been the case, however. It was made the Court Prison and the Hall of the Royal Court Judges by order of Philip IV and it was Philip V who turned it into a palace.It is one of Madrid&#39;s most important surviving palaces. It is rectangular in shape with two towers at the corners and features a very characteristic combination of brickwork and granite, the latter being used for corners, doorways, lintels, window sills and the spires topping the towers.In 1930, it was renovated by architect Pedro Muguruza, who also restored it in 1941, because of the damage it had suffered in the war.|Como residencia oficial del Ministro de Asuntos Exteriores, este edificio ha sido visitado por personalidades de todo el mundo y no es raro ver a un gobernante extranjero bajarse de un coche oficial delante de la entrada. Sin embargo, no siempre ha sido así. Se hizo Cárcel de la Corte y Sala de los Jueces de la Real Corte por orden de Felipe IV y fue Felipe V quien la convirtió en palacio, siendo uno de los palacios supervivientes más importantes de Madrid. Es de planta rectangular con dos torres en las esquinas y presenta una combinación muy característica de ladrillo y granito, este último utilizado en esquinas, portales, dinteles, alféizares, alféizares y las agujas que rematan las torres, y fue renovado en 1930 por el arquitecto Pedro Muguruza, quien también lo restauró en 1941, a causa de los daños que había sufrido en la guerra.|Edificios y monumentos
40.4244598|-3.6935203000000003|Tribunal Supremo|Description under construction|Descripción en construcción|Desconocida
40.41984679999999|-3.7006546|Real Oratorio Del Caballero de Gracia|Description under construction|Descripción en construcción|Desconocida
40.416985499999996|-3.6920013|Bolsa de Madrid|Description under construction|Descripción en construcción|Desconocida
40.416849400000004|-3.7045440999999997|La Mariblanca|Description under construction|Descripción en construcción|Desconocida
40.41855620000001|-3.7060172999999996|Iglesia del Convento de las Descalzas Reales|Description under construction|Descripción en construcción|Desconocida
40.4188665|-3.7217741|Puente del Rey|Description under construction|Descripción en construcción|Desconocida
40.4670441|-3.6512669|Iglesia Ortodoxa Rusa de Santa Maria Magdalena|Description under construction|Descripción en construcción|Desconocida
40.386228|-3.7390044999999996|Palacio Vistalegre|Description under construction|Descripción en construcción|Desconocida
40.429361799999995|-3.7159372999999998|Parroquia de Nuestra Señora del Buen Suceso|Description under construction|Descripción en construcción|Desconocida
40.4212248|-3.6929027999999997|Iglesia de San Pascual|Description under construction|Descripción en construcción|Desconocida
40.4132805|-3.6940453|Ministerio de Sanidad|Description under construction|Descripción en construcción|Desconocida
40.41432140000001|-3.6984924|Casa de Cervantes|Cervantes lived at number 2 of the street that is now named Calle Cervantes (previously Calle de Francos), where curiously the house of Lope de Vega is situated. The remains of Cervantes, in turn, rest in the Convent of the Trinitarias, which is situated in the street Calle Lope de Vega. Cervantes died in this latter house in the street Calle del León, corner with Calle Cervantes. In the year 1833, the proprietor of the building, Luis Franco, wished to demolish the house, which was in a ruinous condition, in order to build a new one. On 23 April of that same year, when the demolition of the house in question was about to begin, Ramón de Mesonero Romanos wrote in the only literary newspaper of the era a short article in memory of the writer and on the matter of the demolition. This article attracted the attention of King Fernando VII, who proposed that the work be suspended so that the State could purchase the building. But the proprietor refused to cede and the demolition was carried out. Once the new building had been finished - the entrance of which was no longer in Calle del León but in Calle Francos - a relief was placed on the façade with the bust of Cervantes and an inscription commemorating his stay and death in that place. Thereupon the name Calle de Francos was changed to that of Calle de Cervantes, and thus it remains.|Cervantes vivía en el número 2 de la actual calle Cervantes (antes calle de Francos), donde curiosamente se encuentra la casa de Lope de Vega. Los restos de Cervantes, a su vez, descansan en el Convento de las Trinitarias, situado en la calle Lope de Vega. Cervantes murió en esta última casa de la calle del León, esquina con la calle Cervantes. En el año 1833, el propietario del edificio, Luis Franco, quiso demoler la casa, que estaba en ruinas, para construir una nueva. El 23 de abril de ese mismo año, cuando estaba a punto de comenzar la demolición de la casa en cuestión, Ramón de Mesonero Romanos escribió en el único periódico literario de la época un breve artículo en memoria del escritor y sobre el tema de la demolición. Este artículo llamó la atención del rey Fernando VII, quien propuso que se suspendieran las obras para que el Estado pudiera adquirir el edificio. Pero el propietario se negó a ceder y la demolición se llevó a cabo. Una vez terminado el nuevo edificio, cuya entrada ya no se encontraba en la calle del León sino en la calle Francos, se colocó un relieve en la fachada con el busto de Cervantes y una inscripción conmemorativa de su estancia y muerte en ese lugar. A partir de entonces, el nombre de Calle de Francos se cambió por el de Calle de Cervantes, y así se mantiene.|Edificios y monumentos
40.4169167|-3.7276562999999996|Escenario Puerta del Angel|Description under construction|Descripción en construcción|Desconocida
